has_preamble,preamble_text,question,answer,subject,subject_topic,form,difficulty,question_type
Yes,Find the number of elements in the given set,The set of all integers which are multiples of $3$ and not multiples of $4$,"$3 \quad\left[\{3 n: n \text { is an integer }\}=\{3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60,63,66,69,72,75,78,81,84,87,90,93,96,99,102,105,108,111,114,117,120,123,126,129,132,135,138,141,144,147,150,153,156,159,162,165,168,171,174,177,180,183,186,189,192,195,198,201,204,207,210,213,216,219,222,225,228,231,234,237,240,243,246,249,252,255,258,261,264,267,270,273,276,279,282,285,288,291,294,297,300,303,306,309,312,315,318,321,324,327,330,333,336,339,342,345,348,351,354,357,360,363,366,369,372,375,378,381,384,387,390,393,396,399,402,405,408,411,414,417,420,423,426,429,432,435,438,441,444,447,450,453,456,459,462,465,468,471,474,477,480,483,486,489,492,495,498,501,504,507,510,513,516,519,522,525,528,531,534,537,540,543,546,549,552,555,558,561,564,567,570,573,576,579,582,585,588,591,594,597,600,603,606,609,612,615,618,621,624,627,630,633,636,639,642,645,648,651,654,657,660,663,666,669,672,675,678,681,684,687,690,693,696,699,702,705,708,711,714,717,720,723,726,729,732,735,738,741,744,747,750,753,756,759,762,765,768,771,774,777,780,783,786,789,792,795,798,801,804,807,810,813,816,819,822,825,828,831,834,837,840,843,846,849,852,855,858,861,864,867,870,873,876,879,882,885,888,891,894,897,900,903,906,909,912,915,918,921,924,927,930,933,936,939,942,945,948,951,954,957,960,963,966,969,972,975,978,981,984,987,990,993,996,999,1002,1005,1008,1011,1014,1017,1020,1023,1026,1029,1032,1035,1038,1041,1044,1047,1050,1053,1056,1059,1062,1065,1068,1071,1074,1077,1080,1083,1086,1089,1092,1095,1098,1101,1104,1107,1110,1113,1116,1119,1122,1125,1128,1131,1134,1137,1140,1143,1146,1149,1152,1155,1158,1161,1164,1167,1170,1173,1176,1179,1182,1185,1188,1191,1194,1197,1200,1203,1206,1209,1212,1215,1218,1221,1224,1227,1230,1233,1236,1239,1242,1245,1248,1251,1254,1257,1260,1263,1266,1269,1272,1275,1278,1281,1284,1287,1290,1293,1296,1299,1302,1305,1308,1311,1314,1317,1320,1323,1326,1329,1332,1335,1338,1341,1344,1347,1350,1353,1356,1359,1362,1365,1368,1371,1374,1377,1380,1383,1386,1389,1392,1395,1398,1401,1404,1407,1410,1413,1416,1419,1422,1425,1428,1431,1434,1437,1440,1443,1446,1449,1452,1455,1458,1461,1464,1467,1470,1473,1476,1479,1482,1485,1488,1491,1494,1497,1500,1503,1506,1509,1512,1515,1518,1521,1524,1527,1530,1533,1536,1539,1542,1545,1548,1551,1554,1557,1560,1563,1566,1569,1572,1575,1578,1581,1584,1587,1590,1593,1596,1599,1602,1605,1608,1611,1614,1617,1620,1623,1626,1629,1632,1635,1638,1641,1644,1647,1650,1653,1656,1659,1662,1665,1668,1671,1674,1677,1680,1683,1686,1689,1692,1695,1698,1701,1704,1707,1710,1713,1716,1719,1722,1725,1728,1731,1734,1737,1740,1743,1746,1749,1752,1755,1758,1761,1764,1767,1770,1773,1776,1779,1782,1785,1788,1791,1794,1797,1800,1803,1806,1809,1812,1815,1818,1821,1824,1827,1830,1833,1836,1839,1842,1845,1848,1851,1854,1857,1860,1863,1866,1869,1872,1875,1878,1881,1884,1887,1890,1893,1896,1899,1902,1905,1908,1911,1914,1917,1920,1923,1926,1929,1932,1935,1938,1941,1944,1947,1950,1953,1956,1959,1962,1965,1968,1971,1974,1977,1980,1983,1986,1989,1992,1995,1998,2001,2004,2007,2010,2013,2016,2019,2022,2025,2028,2031,2034,2037,2040,2043,2046,2049,2052,2055,2058,2061,2064,2067,2070,2073,2076,2079,2082,2085,2088,2091,2094,2097,2100,2103,2106,2109,2112,2115,2118,2121,2124,2127,2130,2133,2136,2139,2142,2145,2148,2151,2154,2157,2160,2163,2166,2169,2172,2175,2178,2181,2184,2187,2190,2193,2196,2199,2202,2205,2208,2211,2214,2217,2220,2223,2226,2229,2232,2235,2238,2241,2244,2247,2250,2253,2256,2259,2262,2265,2268,2271,2274,2277,2280,2283,2286,2289,2292,2295,2298,2301,2304,2307,2310,2313,2316,2319,2322,",,,,,1
Yes,Find the number of elements in the given set,The set of all integers which are multiples of $3$ and not multiples of $4$,"$3 \quad\left[\{3 n: n \text { is an integer }\}=\{3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60,63,66,69,72,75,78,81,84,87,90,93,96,99,102,105,108,111,114,117,120,123,126,129,132,135,138,141,144,147,150,153,156,159,162,165,168,171,174,177,180,183,186,189,192,195,198,201,204,207,210,213,216,219,222,225,228,231,234,237,240,243,246,249,252,255,258,261,264,267,270,273,276,279,282,285,288,291,294,297,300,303,306,309,312,315,318,321,324,327,330,333,336,339,342,345,348,351,354,357,360,363,366,369,372,375,378,381,384,387,390,393,396,399,402,405,408,411,414,417,420,423,426,429,432,435,438,441,444,447,450,453,456,459,462,465,468,471,474,477,480,483,486,489,492,495,498,501,504,507,510,513,516,519,522,525,528,531,534,537,540,543,546,549,552,555,558,561,564,567,570,573,576,579,582,585,588,591,594,597,600,603,606,609,612,615,618,621,624,627,630,633,636,639,642,645,648,651,654,657,660,663,666,669,672,675,678,681,684,687,690,693,696,699,702,705,708,711,714,717,720,723,726,729,732,735,738,741,744,747,750,753,756,759,762,765,768,771,774,777,780,783,786,789,792,795,798,801,804,807,810,813,816,819,822,825,828,831,834,837,840,843,846,849,852,855,858,861,864,867,870,873,876,879,882,885,888,891,894,897,900,903,906,909,912,915,918,921,924,927,930,933,936,939,942,945,948,951,954,957,960,963,966,969,972,975,978,981,984,987,990,993,996,999,1002,1005,1008,1011,1014,1017,1020,1023,1026,1029,1032,1035,1038,1041,1044,1047,1050,1053,1056,1059,1062,1065,1068,1071,1074,1077,1080,1083,1086,1089,1092,1095,1098,1101,1104,1107,1110,1113,1116,1119,1122,1125,1128,1131,1134,1137,1140,1143,1146,1149,1152,1155,1158,1161,1164,1167,1170,1173,1176,1179,1182,1185,1188,1191,1194,1197,1200,1203,1206,1209,1212,1215,1218,1221,1224,1227,1230,1233,1236,1239,1242,1245,1248,1251,1254,1257,1260,1263,1266,1269,1272,1275,1278,1281,1284,1287,1290,1293,1296,1299,1302,1305,1308,1311,1314,1317,1320,1323,1326,1329,1332,1335,1338,1341,1344,1347,1350,1353,1356,1359,1362,1365,1368,1371,1374,1377,1380,1383,1386,1389,1392,1395,1398,1401,1404,1407,1410,1413,1416,1419,1422,1425,1428,1431,1434,1437,1440,1443,1446,1449,1452,1455,1458,1461,1464,1467,1470,1473,1476,1479,1482,1485,1488,1491,1494,1497,1500,1503,1506,1509,1512,1515,1518,1521,1524,1527,1530,1533,1536,1539,1542,1545,1548,1551,1554,1557,1560,1563,1566,1569,1572,1575,1578,1581,1584,1587,1590,1593,1596,1599,1602,1605,1608,1611,1614,1617,1620,1623,1626,1629,1632,1635,1638,1641,1644,1647,1650,1653,1656,1659,1662,1665,1668,1671,1674,1677,1680,1683,1686,1689,1692,1695,1698,1701,1704,1707,1710,1713,1716,1719,1722,1725,1728,1731,1734,1737,1740,1743,1746,1749,1752,1755,1758,1761,1764,1767,1770,1773,1776,1779,1782,1785,1788,1791,1794,1797,1800,1803,1806,1809,1812,1815,1818,1821,1824,1827,1830,1833,1836,1839,1842,1845,1848,1851,1854,1857,1860,1863,1866,1869,1872,1875,1878,1881,1884,1887,1890,1893,1896,1899,1902,1905,1908,1911,1914,1917,1920,1923,1926,1929,1932,1935,1938,1941,1944,1947,1950,1953,1956,1959,1962,1965,1968,1971,1974,1977,1980,1983,1986,1989,1992,1995,1998,2001,2004,2007,2010,2013,2016,2019,2022,2025,2028,2031,2034,2037,2040,2043,2046,2049,2052,2055,2058,2061,2064,2067,2070,2073,2076,2079,2082,2085,2088,2091,2094,2097,2100,2103,2106,2109,2112,2115,2118,2121,2124,2127,2130,2133,2136,2139,2142,2145,2148,2151,2154,2157,2160,2163,2166,2169,2172,2175,2178,2181,2184,2187,2190,2193,2196,2199,2202,2205,2208,2211,2214,2217,2220,2223,2226,2229,2232,2235,2238,2241,2244,2247,2250,2253,2256,2259,2262,2265,2268,2271,2274,2277,2280,2283,2286,2289,2292,2295,2298,2301,2304,2307,2310,2313,2316,2319,2322,",,,,,1
Yes,Find the number of solutions to the given equation.,$x^{2}+4 x+3=0$,2<|end_of_text|>,,,,,1
Yes,Find the range of the given function,$y=2 \cos x$,"$[-2,2]$",,,,,1
Yes,Find the range of the given function,$y=2 \cos x$,"$[-2,2]$",,,,,1
Yes,Find the equation of the tangent to the given curve at the given point.,"$y=x^{2}+1, \quad(2,5)$",$y=3 x+1$<|end_of_text|>,,,,,1
Yes,Find the number of elements in the given set,"$\{x: x \in \mathbb{Z}, 2 x^{2}+5 x-12=0\}$",2,,,,,1
Yes,Evaluate the limit,$\lim _{x \rightarrow 0} \frac{1-\cos x}{x^{2}}$,$1 / 2$,,,,,1
Yes,Evaluate the expression for the given values of the variables,"$3^{2 x-1} / 3^{2 x+1}$, given $x=2$",9-Jan,,,,,1
Yes,Find the values of the variables $x$ and $y$ that satisfy the given equation.,$x+y=12$ and $x-y=4$,"$x=8, y=4$",,,,,1
Yes,Find the values of the variables $x$ and $y$ that satisfy the given equation.,$x+y=12$ and $x-y=4$,"$x=8, y=4$",,,,,1
Yes,Find the angle between the two lines whose equations are given,$y=x+2$ and $y=3 x-4$,$60^{\circ}$<|end_of_text|>,,,,,1
Yes,Find the value of $x$ that satisfies the given equation.,$x^{2}+2 x-15=0$,"$x=-5,3$",,,,,1
Yes,Evaluate the limit as $x$ approaches $-1$ of,$\frac{x^{2}-2 x+1}{x+1}$,0,,,,,1
Yes,Find the equation of the line that passes through the given point and has the given slope.,"Point: (2, 4) Slope: 2",$y=2 x-2$,,,,,1
Yes,Solve for $x$ in the equation,$x^{2}-3 x+2=0$,"$x=1,2$",,,,,1
Yes,Evaluate the trigonometric expression,$\cos 4 \theta \cos 3 \theta$,$\frac{1}{2} \cos \theta$,,,,,1
Yes,"Find the equation of the tangent to the given curve at the point specified
 Subject: Mathematics","$y=x^{2}-3 x+4$ at the point $\left(x_{0}, y_{0}\right)$ where $x_{0}$ is given",$y=2 x_{0}-3$,Mathematics,,,,1
Yes,Solve for $x$ in the given equation,$x^{2}-5 x-6=0$,"$x=2,3$",,,,,1
Yes,Find the sum of the series,$\frac{1}{2}+\frac{1}{4}+\frac{1}{8}+\frac{1}{16}+\ldots$,$\frac{1}{2}+\frac{1}{4}+\frac{1}{8}+\frac{1}{16}+\ldots=\frac{1}{2}\left(1+\frac{1}{2}+\frac{1}{4}+\frac{1}{8}+\ldots\right)=\frac{1}{2} \frac{1}{1-1 / 2}=\frac{1}{2} \frac{2}{1}=\frac{1}{2}$,,,,,1
Yes,Find the equation of the line that satisfies the given condition.,"It passes through the point $(-1,2)$ and is parallel to the line $y=2 x+1$.",$y=2 x-3$,,,,,1
Yes,Find the equation of the line in slope-intercept form that has the given slope and passes through the given point.,"$m=2 / 3, \quad P(4,0)$",$y=2 / 3 x$,,,,,1
Yes,Find the area of the triangle with the given vertices.,"$A(1,1), B(3,3), C(1,5)$",4,,,,,1
Yes,"Find the maximum value of the given function
 Subject: Mathematics","$f(x)=x^{2}+3 x-4$ in the interval $[-2,4]$",4,Mathematics,,,,1
Yes,Find the value of the determinant,$\left|\begin{array}{ccc}2 & 3 & 4 \\ 1 & 0 & 3 \\ 1 & 1 & 1\end{array}\right|$,$-4$,,,,,1
Yes,Find the value of the determinant,$\left|\begin{array}{ccc}2 & 3 & 4 \\ 1 & 0 & 3 \\ 1 & 1 & 1\end{array}\right|$,$-4$,,,,,1
Yes,Find the value of the trigonometric function at the given angle,$\cos 240^{\circ}$,$-1 / 2$,,,,,1
Yes,Find the value of the trigonometric function at the given angle,$\cos 240^{\circ}$,$-1 / 2$,,,,,1
Yes,Find the measure of the angle between the vectors $\mathbf{u}$ and $\mathbf{v}$.,"$\mathbf{u}=\mathbf{i}+2 \mathbf{j}-3 \mathbf{k}, \mathbf{v}=2 \mathbf{i}-3 \mathbf{j}+\mathbf{k}$",$45^{\circ}$,,,,,1
Yes,Find the value of $x$ that satisfies the given equation,$\left(x^{2}-3 x+2\right)^{2}=4 x^{2}+2$,$x=1$,,,,,1
Yes,Find the number of solutions of the given equation.,$\log _{x} 5=2$,1,,,,,1
Yes,Find the sum of the series to three places of decimals,$1 / 1+2 / 2+3 / 3+4 / 4+5 / 5+\ldots$,2.5,,,,,1
Yes,Find the length of the perpendicular from the origin to the line whose equation is given.,$x+y=3$,$2 / \sqrt{2}$,,,,,1
Yes,Find the length of the perpendicular from the origin to the line whose equation is given.,$x+y=3$,$2 / \sqrt{2}$,,,,,1
Yes,Evaluate the given trigonometric function,$\sin 30^{\circ}$,2-Jan,,,,,1
Yes,Solve the given equation for $x$.,$\sqrt{2 x+1}=x-2$,$x=5$,,,,,1
Yes,Find the equation of the line through the given point and parallel to the given line.,"Point: $(2,1)$, Line: $y=3 x-5$",$y=3 x-5$,,,,,1
Yes,Find the equation of the line through the given point and parallel to the given line.,"Point: $(2,1)$, Line: $y=3 x-5$",$y=3 x-5$,,,,,1
Yes,Find the equation of the tangent to the given curve at the given point.,"$y=x^{2}+2 x-1$ at $(1,2)$",$y=2 x-1$<|end_of_text|>,,,,,1
Yes,Find the value of the trigonometric function to three places of decimal.,$\cos 90^{\circ}$,$0.000$,,,,,1
Yes,Find the real zero of the given polynomial.,$f(x)=x^{4}+x^{2}-6$,"$-2,2$",,,,,1
Yes,Evaluate the given expression,$\left[(3 x+2)(3 x-2)-(-3 x-2)(3 x+2)\right]$,$0$,,,,,1
Yes,Evaluate the given expression,$\left[(3 x+2)(3 x-2)-(-3 x-2)(3 x+2)\right]$,$0$,,,,,1
Yes,Find the odd one out and give a reason for your choice.,"$2 \mathrm{~H}_{2} \mathrm{O} \rightarrow \mathrm{O}_{2}+4 \mathrm{H}^{+}+4 \mathrm{e}^{-}$, $\mathrm{~E}^{\circ}=1.23 \mathrm{~V}$, $2 \mathrm{H}_{2} \mathrm{O} \rightarrow \mathrm{O}_{2}+4 \mathrm{H}^{+}+4 \mathrm{e}^{-}$, $\mathrm{~E}^{\circ}=1.23 \mathrm{~V}$, $\mathrm{~H}_{2} \mathrm{O} \rightarrow \mathrm{O}_{2}+4 \mathrm{H}^{+}+4 \mathrm{e}^{-}$, $\mathrm{~E}^{\circ}=1.23 \mathrm{~V}$, $\mathrm{~H}_{2} \mathrm{O} \rightarrow \mathrm{O}_{2}+4 \mathrm{H}^{+}+4 \mathrm{e}^{-}$, $\mathrm{~E}^{\circ}=1.23 \mathrm{~V}$","$2 \mathrm{H}_{2} \mathrm{O} \rightarrow \mathrm{O}_{2}+4 \mathrm{H}^{+}+4 \mathrm{e}^{-}$, $\mathrm{~E}^{\circ}=1.23 \mathrm{~V}$, $\mathrm{~H}_{2} \mathrm{O} \rightarrow \mathrm{O}_{2}+4 \mathrm{H}^{+}+4 \mathrm{e}^{-}$, $\mathrm{~E}^{\circ}=1.23 \mathrm{~V}$<|end_of_text|>",,,,,1
Yes,Find the equation of the line with the given slope and y-intercept.,Slope $m=3$ and y-intercept $b=4$,$y=3 x+4$<|end_of_text|>,,,,,1
Yes,Find the equation of the line with the given slope and passing through the given point.,"Slope $m=3$, point $\left(A,-3,2\right)$",$y=3 x-9$<|end_of_text|>,,,,,1
Yes,Find the equation of the line that passes through the given point and has the given slope,"Point: (3, 2), Slope: $2 / 3$",$y=2 / 3 x+1$<|end_of_text|>,,,,,1
Yes,"Find the equation of the tangent to the curve $y=x^{2}-2 x+3$ at the point $(x, y)$","$\left[1,-1\right]$",$y=x-2$<|end_of_text|>,,,,,1
Yes,Find the equation of the line,"through the point $A(2,3)$ and parallel to the line $2 x-y+1=0$",$2 x-y-5=0$<|end_of_text|>,,,,,1
Yes,Find the inverse of the given function,$f(x)=3 x+2$,$f^{-1}(y)=\frac{y-2}{3}$,,,,,1
Yes,Find the inverse of the given function,$f(x)=3 x+2$,$f^{-1}(y)=\frac{y-2}{3}$,,,,,1
Yes,Find the inverse of the given function,$\quad f(x)=x^{3}-x^{2}-x+1$,$f^{-1}(x)=\sqrt[3]{x+1}-\sqrt[3]{x-1}$,,,,,1
Yes,Find the inverse of the given function,$\quad f(x)=x^{3}-x^{2}-x+1$,$f^{-1}(x)=\sqrt[3]{x+1}-\sqrt[3]{x-1}$,,,,,1
Yes,Find the values of $a$ for which the function is continuous at $x=2$,$f(x)=\frac{x^{2}-a x+4}{x-2}$,"$a=-4,4$",,,,,1
Yes,Find the number of elements in the given set,$\{x \in \mathbb{Z} \mid 5 x^{2}+4 x+3=0\}$,2,,,,,1
Yes,Find the sum to $n$ terms of the series,$1 /(1+2)+1 /(1+2+3)+1 /(1+2+3+4)+\ldots$,$1 / 4$,,,,,1
Yes,Find the sum to $n$ terms of the series,$1 /(1+2)+1 /(1+2+3)+1 /(1+2+3+4)+\ldots$,$1 / 4$,,,,,1
Yes,Find the derivative of the given function with respect to $x$,$y=x^{2} / \sqrt{1+x^{2}}$,$y^{\prime}=2 x(1+x^{2})^{-1 / 2}-x^{2} / \sqrt{1+x^{2}}(1 / 2)(2 x)=2 x(1+x^{2})^{-3 / 2}$,,,,,1
Yes,Find the area of the triangle,"with vertices $A(0,2)$, $B(2,0)$ and $C(2,2)$",$2 \mathrm{~m}^{2}$,,,,,1
Yes,Find the area of the triangle,"with vertices $A(0,2)$, $B(2,0)$ and $C(2,2)$",$2 \mathrm{~m}^{2}$,,,,,1
Yes,Find the area of the triangle whose vertices are given,"$\mathrm{A}(1,2), \mathrm{B}(4,2), \mathrm{C}(4,-1)$",$3 \sqrt{3}$,,,,,1
Yes,Find the area of the triangle whose vertices are given,"$\mathrm{A}(1,2), \mathrm{B}(4,2), \mathrm{C}(4,-1)$",$3 \sqrt{3}$,,,,,1
Yes,Find the equation of the tangent to the curve at the given point.,"$\mathrm{y}=\mathrm{x}^{2}+2 \mathrm{x}+4$ at the point $\mathrm{A}(1,5)$",$\mathrm{y}=2 \mathrm{x}+5$<|end_of_text|>,,,,,1
Yes,Find the equation of the tangent to the given curve at the point $\mathrm{P}$ on the curve,"$y=\sqrt{2 x+1}$ at $\mathrm{P}(3,2)$",$y=\frac{1}{2} x+1$<|end_of_text|>,,,,,1
Yes,Find the odd one out and give a reason for your answer,"2, 4, 6, 8, 10, 12, 14",10,,,,,1
Yes,Find the real solution set of the equation,$\log _{3}(x-3)-2 \log _{3}(x+1)=0$,$x=-1$,,,,,1
Yes,Find the real solution set of the equation,$\log _{3}(x-3)-2 \log _{3}(x+1)=0$,$x=-1$,,,,,1
Yes,Find the length of the perpendicular from the point $\mathrm{P}$ to the line $\mathrm{L}$.,"$\mathrm{P}(3,5), \mathrm{L}: 2 \mathrm{x}+3 \mathrm{y}=6$",$5 / 13$,,,,,1
Yes,Find the area of the region bounded by the given curves.,"$y=2 x, y=0, x=1$",$1 / 3 \mathrm{~m}^{2}$,,,,,1
Yes,Find the area of the region bounded by the given curves,"$y=2 x^{2}, y=4 x-3$",$3 \sqrt{3} \mathrm{~cm}^{2}$,,,,,1
Yes,Find the area of the region bounded by the given curves,"$y=2 x^{2}, y=4 x-3$",$3 \sqrt{3} \mathrm{~cm}^{2}$,,,,,1
Yes,Find the area of the region bounded by the given curve and the given line.,$y=x^{2}+1$ and $y=1 / 2$,$3 / 4 \pi$,,,,,1
Yes,Find the area of the region bounded by the given curve and the given line.,$y=x^{2}+1$ and $y=1 / 2$,$3 / 4 \pi$,,,,,1
Yes,Find the equation of the line in the given form,$y=2 x-3$ in slope-intercept form,$y=2 x-3$,,,,,1
Yes,Find the domain and range of the function,$y=x^{2}+2$,Domain: $\mathbb{R}$,,,,,1
Yes,Find the area of the triangle with the given vertices,"$A(1,1), B(5,3), C(3,5)$",$A=5$,,,,,1
Yes,Find the area of the triangle with the given vertices,"$A(1,1), B(5,3), C(3,5)$",$A=5$,,,,,1
Yes,Find the angle between the lines,$\mathrm{y}=2 \mathrm{x}$ and $\mathrm{y}=4 \mathrm{x}$.,$90^{\circ}$,,,,,1
Yes,Find the angle between the lines,$\mathrm{y}=2 \mathrm{x}$ and $\mathrm{y}=4 \mathrm{x}$.,$90^{\circ}$,,,,,1
Yes,Find the equation of the line through the point with the given coordinates and having the given slope.,"$(2,-3)$ and $m=3 / 4$",$y=3 x / 4-3 / 4$<|end_of_text|>,,,,,1
Yes,Find the coordinates of the point on the given curve at which the tangent is parallel to the given line.,"$y=x^{2}+2, \mathrm{~m}=-1 / 2$","$(-1,-3)$<|end_of_text|>",,,,,1
Yes,Evaluate the expression,$\log _{10} 10000^{1 / 2}$,$3$,,,,,1
Yes,Evaluate the expression,$\log _{10} 10000^{1 / 2}$,$3$,,,,,1
Yes,Find the equation of the line in the given form.,$y=3 x+4$ in slope-intercept form,$y=3 x-2$ in slope-intercept form,,,,,1
Yes,Find the equation of the line in the given form.,$y=3 x+4$ in slope-intercept form,$y=3 x-2$ in slope-intercept form,,,,,1
Yes,Find the exact value of the trigonometric function,$\cos 210^{\circ}$,$-\frac{1}{2}$,,,,,1
Yes,Find the slope of the line that passes through the given point and is parallel to the given line,"Point $\left(3,5\right)$, line $y=2 x-1$",$2 / 3$,,,,,1
Yes,Find the length of the given line segment if its midpoint is given.,"The midpoint of the line segment joining the points $\mathrm{A}(2,0)$ and $\mathrm{B}(8,5)$",6 units,,,,,1
Yes,Find the length of the given line segment if its midpoint is given.,"The midpoint of the line segment joining the points $\mathrm{A}(2,0)$ and $\mathrm{B}(8,5)$",6 units,,,,,1
Yes,Find the coordinates of the point where the given vectors intersect,$2 \mathbf{i}+3 \mathbf{j}$ and $3 \mathbf{i}-4 \mathbf{j}$,"$(1,2)$",,,,,1
Yes,"Find the sum of the first $n$ terms of the given sequence.
 Subject:","$3,6,9,12, \ldots$",$\frac{3}{2} n^{2}$,,,,,1
Yes,Find the sum of the series,$\sum_{n=1}^{\infty} 1 /(n^{2}+4 n+5)$,2,,,,,1
Yes,Find the number of elements in the given set.,The set of odd integers less than $-10$,2,,,,,1
Yes,Find the number of elements in the given set.,The set of odd integers less than $-10$,2,,,,,1
Yes,Find the value of $x$ in the given equation,$x^{2}-6 x+9=0$,$x=3$,,,,,1
Yes,Find the value of $x$ in the given equation,$x^{2}-6 x+9=0$,$x=3$,,,,,1
Yes,Find the value of the trigonometric function if the given angle is in the first quadrant.,$\cos 75^{\circ}$,$0.2588$,,,,,1
